ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [s],Runtime Improvement [s],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
140,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.69%),0.00,64.60 (+3171.14%),44.41 (+183.90%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
141,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2734.86%),0.00,2.62  (+32.81%),51.24 (+227.59%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
142,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.04%),0.00,86.84 (+4297.15%),58.41 (+273.46%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
143,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.24 (+3558.23%),58.58 (+274.51%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
144,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.58%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
145,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.78 (+1104.20%),90.32 (+477.45%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
146,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.24%),0.00,1.48  (-25.18%),14.97   (-4.29%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
147,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.79%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
148,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.92%),0.00,37.26 (+1786.66%),69.97 (+347.32%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
149,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.24%),0.00,11.09 (+461.71%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
150,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.88 (+1109.28%),90.53 (+478.77%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
151,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.24%),0.00,1.49  (-24.76%),15.02   (-3.98%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
152,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.37%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
153,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.45 (+1694.87%),83.43 (+433.43%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
154,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.90%),0.00,72.34 (+3563.27%),48.18 (+208.04%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
155,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.57 (+3169.43%),44.42 (+184.00%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
156,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2754.16%),0.00,2.59  (+31.18%),50.76 (+224.51%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
157,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.90%),0.00,86.81 (+4295.83%),58.44 (+273.62%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
158,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.22 (+3556.77%),58.63 (+274.84%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
159,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.86%),0.00,11.10 (+462.09%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
160,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.04%),0.00,23.88 (+1108.99%),90.42 (+478.11%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
161,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.12%),0.00,1.50  (-24.01%),15.01   (-4.02%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
162,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.71%),0.00,11.11 (+462.65%),49.95 (+219.32%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
163,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.88%),0.00,37.22 (+1784.82%),70.13 (+348.35%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
164,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15862.83%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
165,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.81 (+1105.42%),90.55 (+478.94%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
166,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.22%),0.00,1.48  (-24.88%),14.98   (-4.23%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
167,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.88%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
168,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.12%),0.00,35.49 (+1697.22%),83.51 (+433.92%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
169,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+4.00%),0.00,72.35 (+3563.39%),48.18 (+208.04%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
170,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.56 (+3169.28%),44.45 (+184.17%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
171,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2740.05%),0.00,2.62  (+32.58%),51.28 (+227.85%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
172,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.67%),0.00,86.86 (+4298.13%),58.44 (+273.62%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
173,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.25 (+3558.70%),58.68 (+275.18%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
174,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.64%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
175,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.04%),0.00,23.94 (+1112.13%),90.48 (+478.50%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
176,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.47  (-25.74%),15.03   (-3.91%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
177,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.21%),0.00,11.11 (+462.65%),49.95 (+219.32%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
178,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.86%),0.00,36.99 (+1773.02%),69.60 (+345.00%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
179,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.56%),0.00,11.09 (+461.69%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
180,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.75 (+1102.44%),90.35 (+477.63%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
181,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.11%),0.00,1.49  (-24.78%),14.99   (-4.14%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
182,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,7.63 (+261394.40%),0.00,11.11 (+462.57%),49.96 (+219.43%),48  (+84.62%),"  256, 3144,    1","   16,   16,    1"
183,0.00,fused_classifier_kernel1,fused_classifier_kernel1..const..,0.01 (+356.08%),0.00,15.85 (+702.46%),75.21 (+380.83%),24   (-7.69%)," 1024,    1,    1","  128,    1,    1"
184,80.00,encoder_forward_kernel1,encoder_forward_kernel1..const..,0.00   (-0.32%),0.00,1.98   (+0.19%),15.67   (+0.19%),26   (+0.00%),"    8,    1,    1","  512,    1,    1"
185,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.37%),0.00,1.50  (-24.28%),14.98   (-4.21%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
186,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.26%),0.00,11.11 (+462.50%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
187,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.47 (+1696.07%),83.53 (+434.07%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
188,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.84%),0.00,72.38 (+3565.26%),48.21 (+208.19%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
189,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.72%),0.00,64.59 (+3170.50%),44.43 (+184.06%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
190,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2735.29%),0.00,2.62  (+32.67%),51.65 (+230.20%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
191,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.51%),0.00,86.87 (+4298.94%),58.05 (+271.13%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
192,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.22 (+3556.84%),58.70 (+275.26%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
193,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.81%),0.00,11.10 (+462.09%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
194,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.86 (+1108.18%),90.41 (+478.00%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
195,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.91%),0.00,1.48  (-24.86%),15.07   (-3.65%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
196,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.91%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
197,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.98%),0.00,37.29 (+1788.15%),70.27 (+349.29%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
198,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.52%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
199,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.82 (+1106.09%),90.42 (+478.09%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
200,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.57%),0.00,1.47  (-25.36%),14.94   (-4.51%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
201,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.88%),0.00,11.11 (+462.51%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
202,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.49 (+1697.31%),83.60 (+434.51%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
203,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.84%),0.00,72.37 (+3564.78%),48.20 (+208.13%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
204,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.69%),0.00,64.59 (+3170.83%),44.42 (+183.99%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
205,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2725.08%),0.00,2.60  (+31.75%),51.17 (+227.13%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
206,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.48%),0.00,86.46 (+4277.89%),58.42 (+273.48%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
207,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.22 (+3557.15%),58.67 (+275.11%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
208,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.89%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
209,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.05%),0.00,23.98 (+1114.40%),90.39 (+477.87%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
210,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.50  (-24.20%),14.96   (-4.36%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
211,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.18%),0.00,11.11 (+462.67%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
212,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.95%),0.00,37.29 (+1788.24%),70.21 (+348.87%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
213,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.16%),0.00,11.09 (+461.69%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
214,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.77 (+1103.42%),90.36 (+477.68%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
215,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.98%),0.00,1.48  (-25.10%),15.00   (-4.09%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
216,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.91%),0.00,11.11 (+462.51%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
217,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.12%),0.00,35.42 (+1693.34%),83.34 (+432.82%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
218,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.95%),0.00,72.36 (+3563.88%),48.19 (+208.09%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
219,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.55 (+3168.67%),44.43 (+184.06%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
220,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2776.87%),0.00,2.57  (+30.37%),50.86 (+225.15%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
221,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.85%),0.00,86.92 (+4301.42%),58.01 (+270.88%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
222,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.26 (+3559.29%),58.71 (+275.35%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
223,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.63%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
224,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.80 (+1105.29%),90.30 (+477.33%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
225,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.18%),0.00,1.51  (-23.54%),15.02   (-3.97%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
226,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.38%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
227,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.97%),0.00,37.28 (+1787.94%),70.29 (+349.36%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
228,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15862.95%),0.00,11.09 (+461.69%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
229,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.81 (+1105.82%),90.43 (+478.15%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
230,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.04%),0.00,1.48  (-25.01%),15.01   (-4.02%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
231,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.58%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
232,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.48 (+1696.51%),83.48 (+433.75%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
233,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.92%),0.00,72.31 (+3561.42%),48.15 (+207.84%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
234,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.70%),0.00,64.57 (+3169.60%),44.42 (+184.02%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
235,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2738.97%),0.00,2.60  (+31.82%),51.26 (+227.74%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
236,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.60%),0.00,86.95 (+4302.99%),57.99 (+270.73%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
237,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.21 (+3556.44%),58.65 (+274.94%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
238,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.65%),0.00,11.10 (+462.07%),49.89 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
239,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.77 (+1103.77%),90.43 (+478.17%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
240,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.55%),0.00,1.50  (-23.91%),15.08   (-3.60%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
241,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.34%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
242,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.96%),0.00,37.34 (+1790.79%),70.22 (+348.96%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
243,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.38%),0.00,11.09 (+461.70%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
244,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.91 (+1110.78%),90.44 (+478.21%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
245,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.21%),0.00,1.48  (-25.15%),14.99   (-4.19%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
246,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.16%),0.00,11.11 (+462.51%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
247,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.15%),0.00,35.52 (+1698.68%),83.46 (+433.56%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
248,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.95%),0.00,72.41 (+3566.81%),48.23 (+208.33%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
249,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.71%),0.00,64.59 (+3170.73%),44.45 (+184.16%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
250,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2759.10%),0.00,2.61  (+31.99%),51.74 (+230.78%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
251,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.08%),0.00,86.94 (+4302.59%),58.44 (+273.61%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
252,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.20 (+3556.12%),58.60 (+274.65%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
253,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.63%),0.00,11.10 (+462.07%),49.89 (+218.99%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
254,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.91 (+1110.73%),90.50 (+478.61%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
255,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.85%),0.00,1.47  (-25.43%),15.01   (-4.01%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
256,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.59%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
257,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.89%),0.00,37.13 (+1780.35%),69.99 (+347.48%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
258,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.38%),0.00,11.09 (+461.68%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
259,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.91 (+1110.53%),90.44 (+478.20%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
260,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.06%),0.00,1.48  (-24.89%),14.97   (-4.29%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
